TICKER,CNAME,PERMNO,IssuerNm,SCORE
CFON,C-PHONE CORP,80803,C PHONE CORP,0
CFP,CORNERSTONE PROG,92267,CORNERSTONE PROGRESSIVE RET FUND,0
CFPR,CAFEPRESS INC,13329,CAFEPRESS INC,0
CFR,CRI LIQUIDATING,75893,C R I LIQUIDATING REIT INC,0
CFRX,CONTRAFECT,14927,CONTRAFECT CORP,0
CFS,COMFORCE CORP,68523,COMFORCE CORP,0
CFS1,CFS FINL CORP VA,86204,C F S FINANCIAL CORP,1
CFS2,CFSB BANCORP,76205,C F S B BANCORP INC,0
CFSB,COLUMBIA FED SVG,24812,COLUMBIA FEDERAL SAVINGS BANK WA,1
CFSC,CFS CONTL INC,20160,C F S CONTINENTAL INC,1
CFSD,1ST CAP FINL CP,21283,FIRST CAPITOL FINANCIAL CORP,3
CFSF,COAST FED S&L AS,24177,COAST FEDERAL SVGS & LN ASSN,1
CFSG,COPELCO FNL SVCS,75050,COPELCO FINANCIAL SVCS GROUP INC,0
CFSI,COLLEGIATE FUND,90278,COLLEGIATE FUNDING SERVICES INC,0
CFSL,CHESTERFIELD FIN,88974,CHESTERFIELD FINANCIAL CORP,0
CFTP,CMMTY FED BNCP,83245,COMMUNITY FEDERAL BANCORP INC,1
CFUR,COCHRANE FURNITU,24388,COCHRANE FURNITURE INC,0
CFWC,NTELOS INC,80703,N T E L O S INC,0
CFWY,CONS FGHTWY CORP,84200,CONSOLIDATED FREIGHTWAYS CORP,1
CFXX,ENOVIS,92648,ENOVIS CORP,0
CG,COLUMBIA ENERGY,11340,COLUMBIA GAS SYS INC,1
CGAC,CGA COMPUTER INC,20168,C G A COMPUTERS INC,2
CGBD,CARLYLE SECURED,16780,TCG BDC INC,1
CGC,CASCADE NAT GAS,56952,CASCADE NATURAL GAS CORP,0
CGCG,CARLYLE GROUP,13405,CARLYLE GROUP L P,0
CGCP,CARDIOGENESIS,83490,CARDIOGENESIS CORP,0
CGD,CAPITAL GOLD,93238,CAPITAL GOLD CORP,0
CGDF,SKYSTAR BIO-PHAR,92942,SKYSTAR BIO PHARMACEUTICAL CO,0
CGEM,CULLINAN,20420,CULLINAN MANAGEMENT INC,0
CGEN,COLLAGEN AESTHET,24556,COLLAGEN CORP,1
CGES,COLONIAL GAS,24679,COLONIAL GAS CO,0
CGF,CARR-GOTTSTEIN F,79435,CARR GOTTSTEIN FOODS CO,0
CGFC,CORAL GABLES FED,79076,CORAL GABLES FEDCORP INC,0
CGG,CHI PNEU TOOL,11164,CHICAGO PNEUMATIC TOOL CO,1
CGGI,CARBIDE/GRAPHITE,82253,CARBIDE GRAPHITE GROUP INC,0
CGI,INUVO,90608,INUVO INC,0
CGIC,CONTINENTAL GENL,86992,CONTINENTAL GENERAL CORP,0
CGII,CUNNINGHAM GRAPH,85969,CUNNINGHAM GRAPHICS INTL INC,0
CGIX,CARNEGIE GROUP,82560,CARNEGIE GROUP INC,0
CGL,CAGLE'S,56602,CAGLES INC,0
CGLC,LORILLARD,17279,LORILLARD INC,0
CGLC,LOEWS CORP - CAR,89303,LOEWS CORP,0
CGLD,CYBERGOLD INC.,87225,CYBERGOLD INC,0
CGM,CONN GEN MTG & R,50681,CONNECTICUT GENL MG A RLTY INV,1
CGM1,CONGOLEUM CORP A,81288,CONGOLEUM CORP NEW,0
CGMV,DOMINION BRIDGE,80314,DOMINION BRIDGE CORP,0
CGMZ,CHEMUNG FINL,13694,CHEMUNG FINANCIAL CORP,0
CGN,THINKENGINE,64901,THINKENGINE NETWORKS INC,0
CGNE,CALGENE INC,10462,CALGENE INC,0
CGNTV,COGNYTE SOFTWARE,20346,COGNYTE SOFTWARE LTD,0
CGNX,COGNEX,75654,COGNEX CORP,0
CGO,CALAMOS GLOBAL,90919,CALAMOS GLOBAL TOTAL RETURN FUND,0
CGOL,ASHWORTH INC,76322,ASHWORTH INC,0
CGON,CG ONCOLOGY,24685,CG ONCOLOGY INC,0
CGP,COASTAL CP,38893,COASTAL CORP,0
CGPI,COLLAGENEX PHARM,83638,COLLAGENEX PHARMACEUTICALS INC,0
CGRB,COUGAR BIOTECHNO,92459,COUGAR BIOTECHNOLOGY INC,2
CGRC,CLAUDE RES INC,89951,CLAUDE RESOURCES INC,0
CGRM,CENTIGRAM COMMUN,77025,CENTIGRAM COMMUNCATIONS CORP,0
CGRP,COASTAL PHYSICIA,76707,COASTAL PHYSICIAN GROUP INC,0
CGS,CONSOL OIL & GAS,30816,CONSOLIDATED OIL & GAS INC,0
CGTK,ANESIVA,90025,ANESIVA INC,0
CGTX,COGNITION,22194,COGNITION THERAPEUTICS INC,0
CGU,ZEGARELLI GROUP,80744,ZEGARELLI GROUP INTL INC,0
CGW,CRISTALES,80173,CRISTALERIAS DE CHILE SA,0
CGY,CAPITAL GUARANTY,79669,CAPITAL GUARANTY CORP,0
CH,CHAMPION PRODS,61727,CHAMPION PRODUCTS INC,0
CH1Y,CHRLES CLVRD,85539,CHARLES & COLVARD LTD,1
CH20,CHASE CORP,82542,CHASE CORP,0
CH99,CUTLER-HAMMER,16758,CUTLER HAMMER INC,0
CHA,CHAMPION INTL,21397,CHAMPION INTERNATIONAL CORP,0
CHA1,CHATCOM INC,78952,CHATCOM INC,0
CHAC,GREEN GIANT,12310,CHINA H G S REAL ESTATE INC,1
CHAC/1,BIOMX,18419,BIOMX INC,0
CHAI,LIFE MED SCIENCE,77913,LIFE MEDICAL SCIENCES INC,0
CHAN,CHANDLER INS,78594,CHANDLER INSURANCE COMPANY LTD,0
CHAP,CHAPARRAL STEEL,90802,CHAPARRAL STEEL CO DE,0
CHAR,CHAPARRAL RESOUR,22673,CHAPARRAL RESOURCES INC,0
CHAS,CHASTAIN CAPITAL,85970,CHASTAIN CAP CORP,0
CHAT,CHATHAM MFG CO,22892,CHATHAM MANUFACTURING CO,1
CHB,CHAMPION ENTERP,41419,CHAMPION ENTERPRISES INC,0
CHBD,CHAUS BERNARD,69809,CHAUS BERNARD INC,2
CHBT,CHINA-BIOTICS IN,92806,CHINA BIOTICS INC,2
CHC,CHAMPION HLTHCRE,81122,CHAMPION HEALTHCARE CORP,0
CHC,PARACELSUS HLTH,83829,PARACELSUS HEALTHCARE CORP,0
CHC1,CHILES OFFSHORE,76186,CHILES OFFSHORE CORP,0
CHC3,CENTERLINE HOLDI,85420,CENTERLINE HOLDING CO,0
CHCC,CMNTY HLTH COMPU,78962,COMMUNITY HEALTH COMPUTING CORP,0
CHCI,COMSTOCK HLDG,90476,COMSTOCK HOLDING COMPANIES INC,0
CHCO,CITY HOLDING,11442,CITY HOLDING CO,0
CHCR,CHANCELLOR CP/MA,22593,CHANCELLOR CORP MASS,0
CHCS,CHICO'S FAS,78963,CHICOS FAS INC,0
CHCT,COMMUNITY HLTHCR,15343,COMMUNITY HEALTHCARE TR INC,0
CHD,CHELSEA INDS,40715,CHELSEA INDUSTRIES INC,0
CHDC,CONCORD HOLDING,80229,CONCORD HOLDING CORP,0
CHDH,IVEDA SOLUTIONS,23033,IVEDA SOLUTIONS INC,0
CHDN,CHURCHILL DOWNS,79026,CHURCHILL DOWNS INC,0
CHDR,CHINA HYDROELECT,93202,CHINA HYDROELECTRIC CORP CI,0
CHDW,SMART POWERR,93302,CHINA RECYCLING ENERGY CORP,1
CHDX,CHINDEX INTL,80804,CHINDEX INTL INC,0
CHE,CHEMED,64194,CHEMED CORP NEW,0
CHE1,CHEMPOWER,75627,CHEMPOWER INC,0
CHEF,CHEFS' WAREHOUSE,12913,CHEFS WAREHOUSE INC,0
CHEK,CKP,22921,CHECKPOINT SYSTEMS INC,1
CHEL,CHELL GROUP CORP,76400,CHELL GROUP CORP,0
CHEM,CHEMLAWN CORP,22964,CHEM LAWN CORP,0
CHEN,CHALLENGER ENERG,91685,CHALLENGER ENERGY CORP,0
CHER,CHERRY CP,23115,CHERRY CORP,0
CHER,CHERRY CP,80739,CHERRY CORP,0
CHEV,CHEVIOT FINANCIA,90007,CHEVIOT FINANCIAL CORP,0
CHEX,CHENIERE ENERGY,84723,CHENIERE ENERGY INC,0
CHEZ,SUPREMA SPCLTIES,76900,SUPREMA SPECIALTIES INC,0
CHF,CHOCK FULL O NUT,26841,CHOCK FULL O NUTS CORP,0
CHFC,TCF FINANCIAL,11992,T C F FINANCIAL CORP NEW,0
CHFD,CHARTER FED SVGS,22809,CHARTER FEDERAL SAVINGS BANK VA,1
CHFN,CHARTER,89168,CHARTER FINANCIAL CORP NEW,0
CHFS,CHIEF AUTOMOTIVE,23254,CHIEF AUTOMOTIVE SYS INC,0
CHG,CHIC MILWAUKEE,54009,CHICAGO MILWAUKEE CORP,0
CHGG,CHEGG,14273,CHEGG INC,0
CHGN,AES CHINA GENERA,80228,A E S CHINA GENERATING LTD,0
CHGO,BJS RESTAURANTS,84062,BJS RESTAURANTS INC,0
CHGR,CONCORD HLTH GRO,80805,CONCORD HEALTH GROUP INC,0
CHGT,CHARGIT INC,22702,CHARGIT INC,0
CHH,CARTER HAWLEY,40352,CARTER HAWLEY HALE STORES INC,0
CHH,BROADWAY STORES,78063,BROADWAY STORES INC,0
CHH1,SUNBURST HOSP CP,84019,SUNBURST HOSPITALITY CORP,0
CHH2,CHOICE HTL INTL,85517,CHOICE HOTELS INTERNATIONAL INC,0
CHHC,ABLEST INC,41444,ABLEST INC,0
CHHO,CHART HOUSE INC,22860,CHART HOUSE INC,0
CHI,CROUSE HINDS,40352,CARTER HAWLEY HALE STORES INC,6
CHI1,CHARLOTTE RUSSE,87306,CHARLOTTE RUSSE HOLDING INC,0
CHIC,CHI-CHIS,23238,CHI CHIS INC,0
CHID,NEW ENERGY,12056,NEW ENERGY SYSTEMS GROUP,0
CHII,CALAMOS CNVTBL,89429,CALAMOS CONV OPPORT & IN FD,0
CHIK,GOLDEN POULTRY,10704,GOLDEN POULTRY CO INC,0
CHIP,POSITIVEID CORP,91816,POSITIVEID CORP,0
CHIR,CHIRON CP,23318,CHIRON CORP,0
CHK,CHL PETELN,55968,C & K PETROLEUM INC,1
CHKE,CHEROKEE GROUP,23107,CHEROKEE GROUP,0
CHKE,CHEROKEE GROUP,76689,CHEROKEE INC,0
CHKE,APEX GLOBAL,79315,APEX GLOBAL BRANDS INC,0
CHKK,CHESAPEAKE,13077,CHESAPEAKE GRANITE WASH TRUST,0
CHKM,WILLIAMS LP,11003,WILLIAMS PARTNERS LP NEW,0
CHKP,CHK PNT SFTWRE,83639,CHECK POINT SOFTWARE TECHS LTD,1
CHKR,CHECKERS DRIVE-I,77095,CHECKERS DRIVE IN RSTRNTS INC,0
CHKY,PIZZA TIME THTR,63213,PIZZA TIME THEATRE INC,0
CHL,JP MORGAN,47896,JPMORGAN CHASE & CO,0
CHL1,CHINA MOBILE,85421,CHINA MOBILE HONG KONG LTD,0
CHL4,CHEM BKG CLASS B,75044,CHEMICAL BANKING CORP,1
CHLD,CHINA HOUS & LAN,92681,CHINA HOUSING & LAND DEVELOP INC,0
CHLE,CENTENNIAL SPECI,89862,CENTENNIAL SPECIALTY FOODS CORP,0
CHLI,BRINKER INTL,23297,BRINKER INTERNATIONAL INC,0
CHLN,CHALONE WINE,22569,CHALONE INC,0
CHM,CHAMP SPARKPLUG,26622,CHAMPION SPARK PLUG CO,0
CHM2,SPECIALTY CHEM R,77376,SPECIALTY CHEMICAL RESOURCES INC,0
CHMA,CHIASMA,15497,CHIASMA INC,0
CHMD,CHRONIMED INC,77427,CHRONIMED INC,0
CHME,CHAMPION SPRK,22972,CHEM NUCLEAR SYS INC,1
CHMI,CHERRY HILL,14183,CHERRY HILL MORTGAGE INVEST CORP,0
CHML,SLI INC,81689,S L I INC,0
CHMP,CHAMPION INDS,78816,CHAMPION INDUSTRIES INC,0
CHMR,CHIMERIX,13870,CHIMERIX INC,0
CHMX,CHEMEX PHARM,23019,CHEMEX PHARMACEUTICALS INC,0
CHMX,ABEONA,87656,ABEONA THERAPEUTICS INC,0
CHN,CHILTON CORP,59854,CHILTON CORP,0
CHNA,CDC CORP,87129,C D C CORP,0
CHNF,"CHINA FUND, INC.",77776,CHINA FUND INC,0
CHNG,CHNG,92938,CHINA NATURAL GAS INC,1
CHNL,CHANNELL COMMERC,83740,CHANNELL COMMERCIAL CORP,0
CHNQ,CHINA GERUI ADVA,93127,CHINA GERUI ADVANCED MAT GRP LTD,0
CHNT,ZW DATA ACTION,93274,ZW DATA ACTION TECHNOLOGIES INC,0
CHO,MERISTAR HOSPIT,83718,MERISTAR HOSPITALITY CORP,0
CHO,CAPSTAR HOTEL,83818,CAPSTAR HOTEL CO,0
CHOM,CHOMERICS INC,23334,CHOMERICS INC,0
CHOS,HCA INC,76171,H C A HEALTHCARE CO,1
CHP,C&D TECHNOLOGY,71685,C & D TECHNOLOGIES INC,0
CHPC,CHIPPAC,88508,CHIPPAC INC,0
CHPE,CHAPARRAL ENERGY,17981,CHAPARRAL ENERGY INC,0
CHPK,CHESAPEAKE US,23182,CHESAPEAKE UTILITIES CORP,0
CHPM,CHIPCOM CORP,76654,CHIPCOM CORP,0
CHPN,CODA ENERGY,22681,CODA ENERGY INC,0
CHPS,CHIPS & TECH,10738,CHIPS & TECHNOLOGIES INC,2
CHR,CHARTER CO,53364,CHARTER CO,0
CHR1,AES ANDES,80712,GENER S A,1
CHRA,CHARAH SOLUTIONS,17916,CHARAH SOLUTIONS INC,0
CHRB,CHNR,82162,CHINA NATURAL RESOURCES INC,1
CHRC,CHARM COMMUNICAT,93390,CHARM COMMUNICATIONS INC,0
CHRD,CHORDIANT SFTWRE,87649,CHORDIANT SOFTWARE INC,0
CHRI,COHR INC,83119,COHR INC,0
CHRK,CHEROKEE INTL,90026,CHEROKEE INTL CORP,0
CHRS,CHARMING SHOPPES,22753,CHARMING SHOPPES INC,0
CHRT,CHARTERED SEMI,87307,CHARTERED SEMICONDUCTOR MFG LTD,0
CHRW,CH ROBINSON,85459,CH ROBINSON WORLDWIDE INC,0
CHRX,CHIREX INC,83246,CHIREX INC,0
CHRZ,COMP HORIZONS,26252,COMPUTER HORIZONS CORP,0
CHS,CHAUS BERNARD,69809,CHAUS BERNARD INC,2
CHS1,CMNTY HEALTHSYS,76578,COMMUNITY HEALTH SYSTEMS INC,0
CHSE,CHS ELECTRONICS,81548,C H S ELECTRONICS INC,0
CHSI,CONTL HLTH CARE,26877,CONTINENTAL HEALTHCARE SYS INC,1
CHSP,CHESAPEAKE LODGI,93200,CHESAPEAKE LODGING TRUST,0
CHST,CREATIVE HOST SE,85170,CREATIVE HOST SERVICES INC,0
CHT,CHART HOUSE ENTE,75815,CHART HOUSE ENTERPRISES INC,0
CHTB,COHASSET SVGS BK,11328,COHASSET SAVING BANK MA,0
CHTH,CORAM HEALTHCARE,75318,CORAM HEALTHCARE CORP,2
CHTL,CHANTAL PHARM,86546,CHANTAL PHARMACEUTICAL CORP,0
CHTP,CHELSEA THERAPEU,91270,CHELSEA THERAPEUTICS INTL LTD,0
CHTR,CHARTER COMM,87378,CHARTER COMMUNICATIONS INC,0
CHTT,CHATTEM INC,22905,CHATTEM DRUG & CHEM CO,1
CHU,CHURCHS FR CHICK,59205,CHURCHS FRIED CHICKEN INC,0
CHU1,CHINA UNICOM HK,88282,CHINA UNICOM LTD,0
CHUBA,COMMERCEHUB,16160,COMMERCEHUB INC,0
CHUX,O'CHARLEY'S INC,76223,O CHARLEYS INC,0
CHUY,CHUYS,13520,CHUYS HOLDINGS INC,0
CHV,CHEVRON,14541,CHEVRONTEXACO CORP,0
CHW,CHEM WASTE MGMT,70471,CHEMICAL WASTE MGMT INC,2
CHWY,CHEWY,18727,CHEWY INC,0
CHX,PILGRIM'S PRIDE,70965,PILGRIMS PRIDE CORP,0
CHX,PILGRIMS PRIDE,93179,PILGRIMS PRIDE CORP NEW,0
CHY,CHY,89744,CALAMOS CONVERTIBLE & HI INC FD,1
CHYC,CHYRONHEGO CORP,68320,CHYRONHEGO CORP,0
CHYE,AMPIO PHARMS,12789,AMPIO PHARMACEUTICALS INC,0
CHYT,BLACKROCK CORPOR,89745,BLACKROCK CORP HI YLD FD VI INC,0
CHZM,AMERN CMNTY DEVL,22940,AMERICAN COMMUNITY DEV GRP INC,3
CI,CIGNA GROUP,64186,CIGNA CORP NEW,0
CI15,TIX,80940,TIX CORP,0
CI1A,CITIZENS FINANCI,78922,CITIZENS FINANCIAL CORP KY,0
CIA,CERIDIAN CORP,38914,CERIDIAN CORP NEW,0
CIAN,CIAN,22400,CIAN PLC,0
CIAO,CIAO CUCINA CORP,84201,CIAO CUCINA CORP,2
CIAT,CIATTIS INC,11312,CIATTIS INC,0
CIB1,CALIFORNIA INDEP,83741,CALIFORNIA INDEPENDENT BANCORP,0
CIBA,CIBA HOLDING AG,88483,CIBA SPECIALTY CHEMICALS HDG INC,1
CIBC,CITIZENS BANP MD,23713,CITIZENS BANCORP MD,0
CIBI,CMNTY INVESTORS,81244,COMMUNITY INVESTORS BANCORP INC,0
CIBR,CMTSU LIQ,80316,CIBER INC,1
CIC,CONTL CORP,46658,CONTINENTAL CORP,1
CIC2,CARSON INC,84018,CARSON INC,0
CICA,CITI CAP,70519,CITIGROUP INC,6
CICI,COMM INTELLIGENC,76901,COMMUNICATION INTELLIGENCE CORP,1
CICI,COMM INTELLIGENC,83742,COMMUNICATION INTELLIGENCE CORP,1
CICS,SKY FINANCIAL GR,79254,SKY FINANCIAL GROUP INC,0
CIDN,COMP IDENTICS,26295,COMPUTER IDENTICS CORP,0
CIEE,COBALT INT,93152,COBALT INTERNATIONAL ENERGY INC,0
CIEN,CIENA,84519,CIENA CORP,0
CIFR,CIPHER DATA PROD,23529,CIPHER DATA PRODS INC,0
CIG,CONTL GRAPHICS,75156,CONTINENTAL GRAPHICS CORP,1
CIG2,CONS CIGAR HLDGS,83819,CONSOLIDATED CIGAR HOLDINGS INC,1
CIH,CONTL ILL HLDG,66886,CONTINENTAL ILLINOIS HLDG CORP,3
CII,CRI INSD MTG 11,69788,C R I INSURED MTG INVS II INC,1
CIIC,ARRIVAL VAULT,19230,ARRIVAL,0
CIIF,CII FINL INC,76097,C I I FINANCIAL INC,0
CIK,CR SUISSE AST,75060,CREDIT SUISSE ASSET MGMT INC FD,1
CIL,CONTL BK CP,57250,CONTINENTAL BANK CORP,1
CIM,CHIMERA INV,92385,CHIMERA INVESTMENT CORP,0
CIMA,CIMA LABS,80740,CIMA LABS INC,0
CIMC,CIMCO,10248,CIMCO INC,0
CIMT,CIMATRON LTD,83247,CIMATRON LTD,0
CIN,CINERGY CORP,22947,CINERGY CORP,0
CIND,CHINA INDUSTRIAL,11729,CHINA INDUSTRIAL GROUP INC,0
CINE,CINERGI PICTURES,80618,CINERGI PICTURES ENTMT INC,0
CINF,CINCINNATI FIN,23473,CINCINNATI FINANCIAL CORP,0
CING,CINGULATE,22538,CINGULATE INC,0
CINL,CHINA INTELLIGEN,93405,CHINA INTELLIGENT LTG & ELEC INC,0
CINN,CITIZENS INC,23799,CITIZENS INC,0
CINS,CIRCLE INCOME,23553,CIRCLE INCOME SHS INC,0
CINT,XCORPOREAL INC,87592,XCORPOREAL INC,0
CINV,CIMARRON,23465,CIMARRON INVESTMENT INC,0
CION,CION INVESTMENT,22099,C I O N INVESTMENT CORP,0
CIP,CIPSCO INC,24870,C I P S C O INC,0
CIPH,ASPIRA WOMEN'S,88620,ASPIRA WOMENS HEALTH INC,0
CIR,MANDALAY RESORT,65533,MANDALAY RESORT GROUP,0
CIRC,CIRCLE.COM,87308,SNYDER COMMUNICATIONS INC,1
CIRI,CIRCOR INTL,87268,CIRCOR INTERNATIONAL INC,0
CIRR,INDUSTRIAL ENT,91961,INDUSTRIAL ENTERPRISES AM INC,2
CIRR,ADVANCED BIO/CHE,10904,ADVANCED COMMUNICATIONS INC,3
CIS,CONCORD FABRICS,48637,CONCORD FABRICS INC,0
CISA,ITHACA BNCP NY,11022,ITHACA BANCORP INC,0
CISG,AIFU,92301,FANHUA INC,1
CISI,CIS TECHNOLOGIES,11985,C I S TECHNOLOGIES INC,0
CISN,CISION,15899,CISION LTD,0
CISO,CISO GLOBAL,22638,CISO GLOBAL INC,0
CISS,CAMELOT INFORMAT,10223,CAMELOT INFORMATION SYSTEMS INC,0
CIT,CIT GROUP HLDGS,10970,C I T FINANCIAL CORP,1
CIT1,CITIZENS UTIL CO,23879,CITIZENS UTILITIES CO DEL,0
CIT1,FRONTIER COMMN,23887,FRONTIER COMMUNICATIONS CORP,0
CIT2,VIDLER WATER,76586,VIDLER WATER RESOURCES INC,0
CITA,CITATION COMPUTE,78022,CITATION COMPUTER SYSTEMS INC,0
CITC,CITADEL COMMUN,86252,CITADEL COMMUNICATIONS CORP,0
CITG,C.I.T. GROUP INC,85599,C I T GROUP INC,0
CITG,C.I.T. GROUP INC,89463,C I T GROUP INC NEW,0
CITG,CIT GROUP,93150,C I T GROUP INC NEW,0
CITI,CITICASTERS,79972,CITICASTERS INC,0
CITN,CITIZENS FINL,86693,CITIZENS FINANCIAL GROUP INC,0
CITR,CITYTRUST BNCP,23924,CITYTRUST BANCORP INC,0
CITS,CITIZEN SOUTHERN,23692,CITIZENS & SOUTHERN CORP,0
CITY,1ST CITY BNCP TN,75820,FIRST CITY BANCORP INC,1
CITZ,CFS BANCORP INC,86253,C F S BANCORP INC,0
CIV,COLUMBIA REIT,69059,COLUMBIA REAL ESTATE INVTS INC,0
CIVC,CIVIC BANCORP,75928,CIVIC BANCORP,0
CIVI,CIVITAS SOLNS,14890,CIVITAS SOLUTIONS INC,0
CIW,CAMERON IRON WRK,61954,CAMERON IRON WORKS INC,0
CIX,COMPX INTL,85903,COMPX INTERNATIONAL INC,0
CIZ,CITIZENS HOLDING,87269,CITIZENS HOLDING CO,0
CJ,WYNDHAM INT'L,82236,WYNDHAM INTL INC,0
CJ,BAY MEADOWS/CALI,70383,BAY MEADOWS OPER CALIF JOCKEY,1
CJ1,PATRIOT AMER HSP,82236,PATRIOT AMERICAN HOSP INC VA,5
CJE1,CENT JERSEY BNCP,22083,CENTRAL JERSEY BANCORP,0
CJES,C&J ENERGY SERVS,12894,C & J ENERGY SERVICES LTD,0
CJFC,CENT JERSEY FINL,86503,CENTRAL JERSEY FINANCIAL CORP,0
CJJD,RIDGETECH,93347,CHINA JO JO DRUGSTORES INC,1
CJN,CAESARS NJ,62818,CAESARS NEW JERSEY INC,0
CJR2,CORUS ENT,88211,CORUS ENTERTAINMENT INC,0
CJT,COOPER-JARRET,30883,COOPER JARRETT INC,0
CK,COLLINS & AIKMAN,15712,COLLINS & AIKMAN CORP,0
CK2,CAREMARK INTL,78785,CAREMARK INTERNATIONAL INC,0
CKC,COLLINS & AIKMAN,80713,COLLINS & AIKMAN CORP NEW,0
CKCM,CLICK COMM,88329,CLICK COMMERCE INC,0
CKCP,CYBERTEK CORP,28071,CYBERTEK COMPUTER PRODS INC,0
CKDN,CIRCADIAN INC,86634,CIRCADIAN INC,0
CKE,DOLE FOOD INC,40707,DOLE FOOD INC,0
CKE,DOLE FOOD CO,93056,DOLE FOOD INC NEW,0
CKEY,CROSSKEYS SYSTEM,85683,CROSSKEYS SYSTEMS CORP,0
CKF,CE FRANKLIN LTD,79898,C E FRANKLIN LTD,0
CKFB,CKF BANCORP INC.,81200,C K F BANCORP INC,0
CKFR,CHECKFREE CORP,82255,CHECKFREE CORP NEW,0
CKI,COOK INTL INC,38666,COOK INDUSTRIES INC,1
CKI2,CASTLE & CKE HME,79032,CASTLE & COOKE HOMES INC,0
CKL,CLARK EQUIP,18446,CLARK EQUIPMENT CO,0
CKN,CROCKER NATL,51676,CROCKER NATIONAL CORP,0
CKO,CLARK OIL & REFI,43369,CLARK OIL & REFNG CORP,0
CKOR,SEACOR,78137,SEACOR HOLDINGS INC,0
CKP,CIRCLE K CORP,48047,CIRCLE K CORP,0
CKPT,CHECKPOINT,16781,CHECKPIONT THERAPEUTICS INC,0
CKSB,CK FEDL CONCORD,11488,C K FEDERAL S & L ASSN NC,1
CKSG,CKS GROUP,82679,C K S GROUP INC,0
CKSW,CLICKSOFTWARE,88330,CLICKSOFTWARE TECHNOLOGIES LTD,0
CKT,CROCKER REALTY,81772,CROCKER REALTY TRUST INC,0
CL,COLGATE,18729,COLGATE PALMOLIVE CO,0
CL2,CELLTECH GROUP,87531,CELLTECH GROUP PLC,0
CLAB,CUSTOM LABS INC,28004,CUSTOM LABS INC,0
CLAC,ANTELOPE ENTP,92475,ANTELOPE ENTERPRISE HLDGS LTD,0
CLAI,TRANSCOASTAL,86522,CLAIMSNET COM INC,1
CLAS,CLASSIC BANCSHAR,82680,CLASSIC BANCSHARES INC,0
CLB,CORE LABS,52791,CORE LABS INC,0
CLBC,CLUB CAR INC,79681,CLUB CAR INC,0
CLBG,COLON BANCGP AL,24628,COLONIAL BANCGROUP INC,1
CLBK,COMML BKSH /FL,79682,COMMERCIAL BANKSHARES INC,1
CLBR,CLN INC.,86058,CALIBER LEARNING NETWORK INC,1
CLBT,CELLEBRITE DI,21834,CELLEBRITE DI LTD,0
CLC,CLC AMERN INC,43043,C L C AMERICA INC,0
CLCD,CLEARLY CDN BVG,78645,CLEARLY CANADIAN BEVERAGE CORP,1
CLCH,CLEAR CHANNEL,24046,CLEAR CHANNEL COMMUNICATIONS INC,0
CLCI,CADIZ,85570,CADIZ INC,0
CLCO,COOL COMPANY,23773,COOL CO LTD,4
CLCT,COLLECTORS UNIV,87379,COLLECTORS UNIVERSE INC,0
CLCX,COMP LEARN CTRS,81607,COMPUTER LEARNING CENTERS INC,1
CLD,CALDOR CORP,76607,CALDOR CORP,0
CLDA,CLINICAL DATA,24097,CLINICAL DATA INC NEW,0
CLDB,CORTLAND BANCORP,18422,CORTLAND BANCORP,2
CLDD,CLOUD PEAK US,93095,CLOUD PEAK ENERGY INC,0
CLDI,CALIDI,22380,CALIDI BIOTHERAPEUTICS INC,0
CLDN,CELADON GROUP,80113,CELADON GROUP INC,0
CLDR,CLIFFS DRILLING,11994,CLIFFS DRILLING CO,0
CLDT,CHATHAM LODGING,93314,CHATHAM LODGING TRUST,0
CLE,CLAIRES STORES,67459,CLAIRES STORES INC,0
CLEC,PAETEC HOLDING,85971,PAETEC HOLDING CORP,0
CLEV,CLEVLAND INDIANS,86153,CLEVELAND INDIANS BASEBALL CO,0
CLF,CLEVELAND-CLIFFS,27422,CLEVELAND CLIFFS INC NEW,0
CLFI,COUNTRY LAKE FDS,11051,COUNTRY LAKE FOODS INC,0
CLFT,CLIFTON BANCORP,90080,CLIFTON BANCORP INC,0
CLFY,CLARIFY INC,82562,CLARIFY INC,0
CLG,CLABIR CORP,60417,CLABIR CORP,0
CLGN,COLLPLANT,17258,COLLPLANT BIOTECHNOLOGIES LTD,0
CLGN,COLLPLANT,21595,COLLPLANT BIOTECHNOLOGIES LTD,0
CLGY,DMK PHARMS,82163,ADAMIS PHARMACEUTICALS CORP,1
CLHB,CLEAN HARBORS,11809,CLEAN HARBORS INC,0
CLI,CLINI THERM CORP,24089,CLINI THERM CORP,0
CLI,CLINICOM INC,77524,CLINICOM INC,0
CLIC,CLAIRSON INTL,10861,CLAIRSON INTERNATIONAL CORP,0
CLIK,BIOCARDIA,18894,BIOCARDIA INC,0
CLIK,CLOCKNSETTLE.COM,84237,CLICKNSETTLE COM INC,0
CLIT,FATBRAIN.COM INC,86421,FATBRAIN COM INC,0
CLIX,COMPRESSION LABS,25604,COMPRESSION LAB INC,0
CLJ,CRESTLINE CAP.,86443,CRESTLINE CAPITAL CORP,0
CLKB,CLARK  INC,86316,CLARK INC,0
CLL,CONOCO INC,11471,CONOCO INC,2
CLLS,CELLECTIS,15269,CELLECTIS S A,0
CLMF,CORNERSTONE,75047,CORNERSTONE STRATEGIC VAL FD INC,0
CLMI,CALMAR INC,20782,CALMAR INC,0
